outcome,factor,level,ExperienceGroup,WWR,Complexity,DateBatch,n_subjects,n_trials,n_rows,mean,sd,se,ci95_low,ci95_high,median,interpretation_note
q_S4,Complexity:ExperienceGroup,Complexity=0;ExperienceGroup=High,High,,0,,16,89,89,5.46067415730337,1.3985071567997143,0.14824146213814193,5.170120891512612,5.751227423094129,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,Complexity:ExperienceGroup,Complexity=0;ExperienceGroup=Low,Low,,0,,26,140,140,4.992857142857143,1.5845314700077797,0.1339173513628306,4.730379134185995,5.255335151528291,5.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,Complexity:ExperienceGroup,Complexity=1;ExperienceGroup=High,High,,1,,16,88,88,5.443181818181818,1.4049007372425648,0.14976292179432002,5.149646491464951,5.736717144898686,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,Complexity:ExperienceGroup,Complexity=1;ExperienceGroup=Low,Low,,1,,26,136,136,5.301470588235294,1.536324873731809,0.13173877108212437,5.043262596914331,5.559678579556258,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=High,High,,,First_before_2026-05-01,6,64,64,5.5625,1.3318444067568567,0.16648055084460708,5.23619812034457,5.88880187965543,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=Low,Low,,,First_before_2026-05-01,21,221,221,5.126696832579186,1.5846601136690346,0.10659577461962635,4.917769114324718,5.3356245508336535,5.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=High,High,,,Second_2026-05-01_or_later,10,113,113,5.389380530973451,1.435727965668736,0.1350619258626509,5.124659156282656,5.6541019056642465,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=Low,Low,,,Second_2026-05-01_or_later,5,55,55,5.218181818181818,1.4992703051189429,0.20216156670128285,4.821945147447304,5.614418488916332,5.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:WWR:ExperienceGroup,DateBatch=First_before_2026-05-01;WWR=15;ExperienceGroup=High,High,15,,First_before_2026-05-01,6,21,21,5.904761904761905,1.091089451179962,0.23809523809523814,5.438095238095238,6.371428571428572,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:WWR:ExperienceGroup,DateBatch=First_before_2026-05-01;WWR=15;ExperienceGroup=Low,Low,15,,First_before_2026-05-01,21,74,74,5.405405405405405,1.442210241726304,0.16765353517283568,5.076804476466648,5.734006334344163,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:WWR:ExperienceGroup,DateBatch=First_before_2026-05-01;WWR=45;ExperienceGroup=High,High,45,,First_before_2026-05-01,6,21,21,5.428571428571429,1.398979219696582,0.305282293806183,4.83021813271131,6.026924724431548,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:WWR:ExperienceGroup,DateBatch=First_before_2026-05-01;WWR=45;ExperienceGroup=Low,Low,45,,First_before_2026-05-01,21,72,72,4.805555555555555,1.675329598758329,0.1974394866674254,4.418574161687402,5.192536949423709,5.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:WWR:ExperienceGroup,DateBatch=First_before_2026-05-01;WWR=75;ExperienceGroup=High,High,75,,First_before_2026-05-01,6,22,22,5.363636363636363,1.4653279998642446,0.31240897926699074,4.7513147642730615,5.975957962999665,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:WWR:ExperienceGroup,DateBatch=First_before_2026-05-01;WWR=75;ExperienceGroup=Low,Low,75,,First_before_2026-05-01,21,75,75,5.16,1.594246411826485,0.1840877190045232,4.799188070751135,5.5208119292488655,5.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:WWR:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;WWR=15;ExperienceGroup=High,High,15,,Second_2026-05-01_or_later,10,38,38,5.473684210526316,1.5894388284780523,0.257841025556124,4.968315800436313,5.979052620616319,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:WWR:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;WWR=15;ExperienceGroup=Low,Low,15,,Second_2026-05-01_or_later,5,17,17,5.176470588235294,1.667156790678634,0.40434491426080943,4.383954556284108,5.968986620186481,5.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:WWR:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;WWR=45;ExperienceGroup=High,High,45,,Second_2026-05-01_or_later,10,37,37,5.216216216216216,1.3770970904029958,0.22639336708340657,4.772485216732739,5.659947215699693,5.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:WWR:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;WWR=45;ExperienceGroup=Low,Low,45,,Second_2026-05-01_or_later,5,19,19,5.0,1.4907119849998598,0.3419927840283847,4.329694143304366,5.670305856695634,5.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:WWR:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;WWR=75;ExperienceGroup=High,High,75,,Second_2026-05-01_or_later,10,38,38,5.473684210526316,1.3504121914330383,0.21906578480657482,5.044315272305429,5.903053148747203,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S4,DateBatch:WWR:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;WWR=75;ExperienceGroup=Low,Low,75,,Second_2026-05-01_or_later,5,19,19,5.473684210526316,1.3891812557774847,0.3187000372734202,4.849032137470412,6.09833628358222,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,ExperienceGroup,ExperienceGroup=High,High,,,,16,177,177,6.655367231638418,1.741827346903284,0.1309237606766559,6.398756660712173,6.911977802564663,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,ExperienceGroup,ExperienceGroup=Low,Low,,,,26,276,276,6.416666666666667,1.7488524375958219,0.10526854631054998,6.210340315897989,6.622993017435345,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,WWR:ExperienceGroup,WWR=15;ExperienceGroup=High,High,15,,,16,59,59,6.932203389830509,1.7701003943831004,0.2304474426714627,6.4805264021944415,7.383880377466576,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,WWR:ExperienceGroup,WWR=15;ExperienceGroup=Low,Low,15,,,26,91,91,6.648351648351649,1.5518707447151674,0.1626802570237261,6.329498344585145,6.967204952118152,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,WWR:ExperienceGroup,WWR=45;ExperienceGroup=High,High,45,,,16,58,58,6.448275862068965,1.6772200662510595,0.22022978402017415,6.016625485389424,6.8799262387485065,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,WWR:ExperienceGroup,WWR=45;ExperienceGroup=Low,Low,45,,,26,91,91,6.142857142857143,1.7484687178050562,0.1832893244357655,5.783610066963043,6.502104218751244,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,WWR:ExperienceGroup,WWR=75;ExperienceGroup=High,High,75,,,16,60,60,6.583333333333333,1.7687654093876688,0.2283466324635395,6.135773933704796,7.0308927329618705,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,WWR:ExperienceGroup,WWR=75;ExperienceGroup=Low,Low,75,,,26,94,94,6.457446808510638,1.9045214656887632,0.1964363903667328,6.072431483391842,6.842462133629434,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,Complexity:ExperienceGroup,Complexity=0;ExperienceGroup=High,High,,0,,16,89,89,6.696629213483146,1.799018004748591,0.19069552711267784,6.322865980342298,7.070392446623995,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,Complexity:ExperienceGroup,Complexity=0;ExperienceGroup=Low,Low,,0,,26,140,140,6.314285714285714,1.700976081551495,0.1437587172514686,6.032518628472836,6.596052800098592,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,Complexity:ExperienceGroup,Complexity=1;ExperienceGroup=High,High,,1,,16,88,88,6.613636363636363,1.6913017375377226,0.18029337100826553,6.260261356460163,6.967011370812564,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,Complexity:ExperienceGroup,Complexity=1;ExperienceGroup=Low,Low,,1,,26,136,136,6.522058823529412,1.7969806436217388,0.15408981895480153,6.2200427783780015,6.824074868680823,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=High,High,,,First_before_2026-05-01,6,64,64,6.828125,1.6286588844521008,0.2035823605565126,6.429103573309235,7.227146426690765,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:ExperienceGroup,DateBatch=First_before_2026-05-01;ExperienceGroup=Low,Low,,,First_before_2026-05-01,21,221,221,6.398190045248869,1.7798867124548068,0.1197281367863886,6.163522897147548,6.6328571933501905,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=High,High,,,Second_2026-05-01_or_later,10,113,113,6.557522123893805,1.8024688084152065,0.16956200226867008,6.225180599447212,6.889863648340398,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;ExperienceGroup=Low,Low,,,Second_2026-05-01_or_later,5,55,55,6.490909090909091,1.6315492214312328,0.21999805213818938,6.05971290871824,6.922105273099942,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:WWR:ExperienceGroup,DateBatch=First_before_2026-05-01;WWR=15;ExperienceGroup=High,High,15,,First_before_2026-05-01,6,21,21,7.333333333333333,1.2780193008453877,0.27888667551135854,6.78671544933107,7.879951217335596,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:WWR:ExperienceGroup,DateBatch=First_before_2026-05-01;WWR=15;ExperienceGroup=Low,Low,15,,First_before_2026-05-01,21,74,74,6.662162162162162,1.5195261250061096,0.17664132404150582,6.315945167040811,7.008379157283514,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:WWR:ExperienceGroup,DateBatch=First_before_2026-05-01;WWR=45;ExperienceGroup=High,High,45,,First_before_2026-05-01,6,21,21,6.666666666666667,1.6832508230603465,0.3673154433462265,5.946728397708063,7.386604935625271,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:WWR:ExperienceGroup,DateBatch=First_before_2026-05-01;WWR=45;ExperienceGroup=Low,Low,45,,First_before_2026-05-01,21,72,72,6.111111111111111,1.8197318758972416,0.2144574582313761,5.690774492977614,6.531447729244608,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:WWR:ExperienceGroup,DateBatch=First_before_2026-05-01;WWR=75;ExperienceGroup=High,High,75,,First_before_2026-05-01,6,22,22,6.5,1.819209666180292,0.3878568040306891,5.73980066409985,7.26019933590015,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:WWR:ExperienceGroup,DateBatch=First_before_2026-05-01;WWR=75;ExperienceGroup=Low,Low,75,,First_before_2026-05-01,21,75,75,6.413333333333333,1.952775802116908,0.2254871270038368,5.971378564405813,6.855288102260853,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:WWR:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;WWR=15;ExperienceGroup=High,High,15,,Second_2026-05-01_or_later,10,38,38,6.7105263157894735,1.9715256095264122,0.31982368617306745,6.083671890890261,7.337380740688686,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:WWR:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;WWR=15;ExperienceGroup=Low,Low,15,,Second_2026-05-01_or_later,5,17,17,6.588235294117647,1.7341721198244626,0.42059851900220857,5.763862196873318,7.412608391361975,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:WWR:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;WWR=45;ExperienceGroup=High,High,45,,Second_2026-05-01_or_later,10,37,37,6.324324324324325,1.6841426116384373,0.27687133983115875,5.781656498255254,6.866992150393395,6.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:WWR:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;WWR=45;ExperienceGroup=Low,Low,45,,Second_2026-05-01_or_later,5,19,19,6.2631578947368425,1.4848159355870003,0.3406401375253964,5.595503225187065,6.93081256428662,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:WWR:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;WWR=75;ExperienceGroup=High,High,75,,Second_2026-05-01_or_later,10,38,38,6.631578947368421,1.7617720291763208,0.28579716228141,6.071416509296857,7.191741385439985,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
q_S5,DateBatch:WWR:ExperienceGroup,DateBatch=Second_2026-05-01_or_later;WWR=75;ExperienceGroup=Low,Low,75,,Second_2026-05-01_or_later,5,19,19,6.631578947368421,1.738790330334712,0.39890585968077447,5.8497234623941035,7.413434432342739,7.0,"Scene-level questionnaire split; use for descriptive moderation exploration, not as proof of interaction by itself."
