outcome,factor,contrast,level_high,level_low,mean_high,mean_low,raw_difference,standardized_difference,n_subjects,n_trials,n_rows,interpretation_note
eeg_O_theta,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,1.6158578643043604,1.6699642638021213,-0.05410639949776086,-0.06309191764955892,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_O_theta,Complexity,leader_minus_lowest,1,0,1.640696309544733,1.6307408327849517,0.009955476759781146,0.011608795368396365,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_theta,Complexity,Complexity1_minus_0,1,0,1.640696309544733,1.6307408327849522,0.009955476759780701,0.011596142423064853,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_theta,ExperienceGroup,leader_minus_lowest,Low,High,1.7138786791444662,1.5137011785418162,0.20017750060265005,0.2334212311399429,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_theta,ExperienceGroup,High_minus_Low,High,Low,1.5137011785418162,1.7138786791444665,-0.20017750060265027,-0.23469331592301296,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_theta,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,1.760205851284092,1.4243866454155234,0.3358192058685685,0.39158912584225497,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_theta,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,1.4243866454155234,1.760205851284092,-0.3358192058685685,-0.39836304173034587,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_alpha,WWR,leader_minus_lowest,75,15,2.0115273555847857,1.646800069795362,0.3647272857894237,0.186219088802675,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_alpha,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,1.646800069795362,2.0115273555847857,-0.3647272857894237,-0.186219088802675,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_O_alpha,Complexity,leader_minus_lowest,1,0,1.9723713088837107,1.6964123412782526,0.2759589676054581,0.14089658080608974,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_alpha,Complexity,Complexity1_minus_0,1,0,1.9723713088837107,1.6964123412782526,0.2759589676054581,0.1410919215086301,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_alpha,ExperienceGroup,leader_minus_lowest,High,Low,1.9260621985157713,1.7731035877006507,0.15295861081512063,0.07809619471947038,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_alpha,ExperienceGroup,High_minus_Low,High,Low,1.9260621985157713,1.7731035877006507,0.15295861081512063,0.07806657695462861,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_alpha,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,1.9638907303367152,1.6105996499804,0.3532910803563152,0.18038009666227553,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_alpha,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,1.6105996499804,1.9638907303367152,-0.3532910803563152,-0.1808698316814788,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_beta,WWR,leader_minus_lowest,45,75,3.922272791978163,3.717793031277474,0.20447976070068918,0.041524743026554053,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_beta,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,3.727056224907238,3.922272791978163,-0.19521656707092516,-0.039643619272481376,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_O_beta,Complexity,leader_minus_lowest,0,1,3.816280976547023,3.759325280929887,0.056955695617136204,0.011566282238867276,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_beta,Complexity,Complexity1_minus_0,1,0,3.759325280929887,3.816280976547023,-0.056955695617136204,-0.011553674204575348,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_beta,ExperienceGroup,leader_minus_lowest,Low,High,4.5151015080098675,2.6545151996996585,1.860586308310209,0.37783870670896136,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_beta,ExperienceGroup,High_minus_Low,High,Low,2.6545151996996585,4.515101508009867,-1.860586308310208,-0.38401719435112636,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_beta,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,4.719095891011855,2.2087790334475272,2.5103168575643275,0.5097827876381805,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_beta,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,2.2087790334475272,4.719095891011855,-2.5103168575643275,-0.5254340318809607,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_low_beta,WWR,leader_minus_lowest,45,75,1.6228699428146591,1.5228374906340056,0.10003245218065349,0.057816506955113096,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_low_beta,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,1.558946281686918,1.6228699428146591,-0.06392366112774117,-0.0369464380570601,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_O_low_beta,Complexity,leader_minus_lowest,1,0,1.5846630582415477,1.5511004901482621,0.033562568093285616,0.019398409309136146,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_low_beta,Complexity,Complexity1_minus_0,1,0,1.584663058241548,1.5511004901482621,0.03356256809328584,0.01937785241838493,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_low_beta,ExperienceGroup,leader_minus_lowest,Low,High,1.826693380115857,1.1638370868818209,0.662856293234036,0.3831160253753941,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_low_beta,ExperienceGroup,High_minus_Low,High,Low,1.1638370868818209,1.826693380115857,-0.662856293234036,-0.38957406602603584,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_low_beta,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,1.9034268554574945,0.998154068361148,0.9052727870963465,0.5232273052439792,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_low_beta,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,0.998154068361148,1.9034268554574945,-0.9052727870963465,-0.5402261160134023,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_high_beta,WWR,leader_minus_lowest,45,15,2.189867586010413,2.0654463052300875,0.12442128078032555,0.03973299127512342,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_high_beta,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,2.0654463052300875,2.189867586010413,-0.12442128078032555,-0.03973299127512342,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_O_high_beta,Complexity,leader_minus_lowest,0,1,2.1583362399735977,2.0691874731991318,0.08914876677446593,0.02846898175475122,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_high_beta,Complexity,Complexity1_minus_0,1,0,2.0691874731991318,2.1583362399735977,-0.08914876677446593,-0.028440359553290617,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_high_beta,ExperienceGroup,leader_minus_lowest,Low,High,2.564590442475032,1.4120340724714717,1.1525563700035604,0.3680601252955496,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_high_beta,ExperienceGroup,High_minus_Low,High,Low,1.412034072471472,2.5645904424750325,-1.1525563700035606,-0.3737422013721951,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_high_beta,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,2.684733940741559,1.1464751180905661,1.5382588226509928,0.4912312748747899,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_O_high_beta,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,1.1464751180905661,2.684733940741559,-1.5382588226509928,-0.5051465444416094,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
TFD_ms,WWR,leader_minus_lowest,15,45,9057.97902097902,7445.103244837758,1612.8757761412626,0.19120079269857357,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TFD_ms,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,9057.97902097902,8159.137741046832,898.8412799321886,0.10655449587345205,42,448,988,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
TFD_ms,Complexity,leader_minus_lowest,0,1,9672.598484848484,7172.111486486487,2500.4869983619974,0.2964240044345592,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TFD_ms,Complexity,Complexity1_minus_0,1,0,7172.111486486487,9672.598484848484,-2500.4869983619974,-0.2994534626333983,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
TFD_ms,ExperienceGroup,leader_minus_lowest,Low,High,8178.245033112583,8168.174479166667,10.07055394591589,0.001193829013899346,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TFD_ms,ExperienceGroup,High_minus_Low,High,Low,8168.174479166667,8178.245033112583,-10.07055394591589,-0.0011932242862749264,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
TFD_ms,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,8680.414285714285,7283.737430167598,1396.676855546687,0.1655711654143466,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TFD_ms,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,7283.737430167598,8680.414285714285,-1396.676855546687,-0.1660144066662325,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
TFD,WWR,leader_minus_lowest,15,45,9057.97902097902,7445.103244837758,1612.8757761412626,0.19120079269857357,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TFD,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,9057.97902097902,8159.137741046832,898.8412799321886,0.10655449587345205,42,448,988,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
TFD,Complexity,leader_minus_lowest,0,1,9672.598484848484,7172.111486486487,2500.4869983619974,0.2964240044345592,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TFD,Complexity,Complexity1_minus_0,1,0,7172.111486486487,9672.598484848484,-2500.4869983619974,-0.2994534626333983,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
TFD,ExperienceGroup,leader_minus_lowest,Low,High,8178.245033112583,8168.174479166667,10.07055394591589,0.001193829013899346,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TFD,ExperienceGroup,High_minus_Low,High,Low,8168.174479166667,8178.245033112583,-10.07055394591589,-0.0011932242862749264,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
TFD,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,8680.414285714285,7283.737430167598,1396.676855546687,0.1655711654143466,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TFD,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,7283.737430167598,8680.414285714285,-1396.676855546687,-0.1660144066662325,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
TTFF_ms,WWR,leader_minus_lowest,45,75,8018.380530973452,5335.9807162534435,2682.399814720008,0.2380971147394895,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TTFF_ms,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,7759.370629370629,8018.380530973452,-259.00990160282254,-0.02299042444089501,42,448,988,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
TTFF_ms,Complexity,leader_minus_lowest,1,0,7296.540540540541,6451.565656565658,844.9748839748827,0.07500227251646843,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TTFF_ms,Complexity,Complexity1_minus_0,1,0,7296.540540540541,6451.565656565656,844.9748839748845,0.0750150085456868,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
TTFF_ms,ExperienceGroup,leader_minus_lowest,High,Low,7915.046874999999,6349.327814569538,1565.7190604304615,0.13897748901389254,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TTFF_ms,ExperienceGroup,High_minus_Low,High,Low,7915.046874999999,6349.327814569538,1565.7190604304615,0.13922723436780962,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
TTFF_ms,DateBatch,leader_minus_lowest,Second_2026-05-01_or_later,First_before_2026-05-01,7595.6033519553075,6595.469841269842,1000.1335106854658,0.08877457489436263,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TTFF_ms,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,7595.6033519553075,6595.469841269842,1000.1335106854658,0.08881056814414379,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
TTFF,WWR,leader_minus_lowest,45,75,8018.380530973452,5335.9807162534435,2682.399814720008,0.2380971147394895,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TTFF,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,7759.370629370629,8018.380530973452,-259.00990160282254,-0.02299042444089501,42,448,988,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
TTFF,Complexity,leader_minus_lowest,1,0,7296.540540540541,6451.565656565658,844.9748839748827,0.07500227251646843,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TTFF,Complexity,Complexity1_minus_0,1,0,7296.540540540541,6451.565656565656,844.9748839748845,0.0750150085456868,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
TTFF,ExperienceGroup,leader_minus_lowest,High,Low,7915.046874999999,6349.327814569538,1565.7190604304615,0.13897748901389254,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TTFF,ExperienceGroup,High_minus_Low,High,Low,7915.046874999999,6349.327814569538,1565.7190604304615,0.13922723436780962,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
TTFF,DateBatch,leader_minus_lowest,Second_2026-05-01_or_later,First_before_2026-05-01,7595.6033519553075,6595.469841269842,1000.1335106854658,0.08877457489436263,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
TTFF,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,7595.6033519553075,6595.469841269842,1000.1335106854658,0.08881056814414379,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
attention_share,WWR,leader_minus_lowest,15,45,0.18121668041793335,0.15441784751243073,0.026798832905502612,0.16657234260247467,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
attention_share,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,0.18121668041793335,0.1737188348871507,0.007497845530782643,0.046604033053899006,42,448,988,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
attention_share,Complexity,leader_minus_lowest,0,1,0.20084532379556216,0.14814325970816897,0.0527020640873932,0.32757793244124084,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
attention_share,Complexity,Complexity1_minus_0,1,0,0.14814325970816897,0.2008453237955622,-0.052702064087393224,-0.3317186011057428,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
attention_share,ExperienceGroup,leader_minus_lowest,High,Low,0.17794991251288853,0.16374634365120772,0.01420356886168081,0.08828450652863848,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
attention_share,ExperienceGroup,High_minus_Low,High,Low,0.17794991251288853,0.16374634365120772,0.01420356886168081,0.08832167490316692,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
attention_share,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,0.17577919840819295,0.15780632115395837,0.017972877254234576,0.11171323311359099,42,448,988,Descriptive effect-size screen; direction is not a causal claim.
attention_share,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,0.15780632115395837,0.17577919840819295,-0.017972877254234576,-0.11181811980345566,42,448,988,Planned descriptive contrast; use with model and balance diagnostics.
FCR,WWR,leader_minus_lowest,75,15,0.33578706170050654,0.26636708298517403,0.06941997871533251,0.22255846467325843,42,453,1130,Descriptive effect-size screen; direction is not a causal claim.
FCR,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,0.26636708298517403,0.33578706170050654,-0.06941997871533251,-0.22255846467325843,42,453,1130,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
FCR,Complexity,leader_minus_lowest,0,1,0.3402003122202598,0.26818143409335804,0.07201887812690178,0.23089046179545492,42,453,1130,Descriptive effect-size screen; direction is not a causal claim.
FCR,Complexity,Complexity1_minus_0,1,0,0.268181434093358,0.3402003122202598,-0.07201887812690183,-0.23228673706791456,42,453,1130,Planned descriptive contrast; use with model and balance diagnostics.
FCR,ExperienceGroup,leader_minus_lowest,High,Low,0.3062401782640567,0.2916737033646839,0.014566474899372794,0.046699701574381816,42,453,1130,Descriptive effect-size screen; direction is not a causal claim.
FCR,ExperienceGroup,High_minus_Low,High,Low,0.3062401782640567,0.2916737033646839,0.014566474899372794,0.04669115255895112,42,453,1130,Planned descriptive contrast; use with model and balance diagnostics.
FCR,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,0.3188016455131575,0.26100643615217334,0.057795209360984146,0.1852897868723951,42,453,1130,Descriptive effect-size screen; direction is not a causal claim.
FCR,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,0.26100643615217334,0.3188016455131575,-0.057795209360984146,-0.18595461248731568,42,453,1130,Planned descriptive contrast; use with model and balance diagnostics.
TFD_total_trial,WWR,leader_minus_lowest,15,75,48223.693333333336,45512.903394255874,2710.789939077462,0.2704159086164921,42,453,1130,Descriptive effect-size screen; direction is not a causal claim.
TFD_total_trial,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,48223.693333333336,46859.41935483871,1364.2739784946243,0.1360936833128472,42,453,1130,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
TFD_total_trial,Complexity,leader_minus_lowest,1,0,47123.111607142855,46463.53711790393,659.5744892389266,0.06579611066009138,42,453,1130,Descriptive effect-size screen; direction is not a causal claim.
TFD_total_trial,Complexity,Complexity1_minus_0,1,0,47123.111607142855,46463.53711790393,659.5744892389266,0.06580133520757875,42,453,1130,Planned descriptive contrast; use with model and balance diagnostics.
TFD_total_trial,ExperienceGroup,leader_minus_lowest,Low,High,48747.126453488374,43911.782805429866,4835.343648058508,0.48235159324359633,42,453,1130,Descriptive effect-size screen; direction is not a causal claim.
TFD_total_trial,ExperienceGroup,High_minus_Low,High,Low,43911.782805429866,48747.126453488374,-4835.343648058508,-0.49609026506813864,42,453,1130,Planned descriptive contrast; use with model and balance diagnostics.
TFD_total_trial,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,48061.621659634315,44809.58949880668,3252.0321608276354,0.324407737738446,42,453,1130,Descriptive effect-size screen; direction is not a causal claim.
TFD_total_trial,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,44809.58949880668,48061.621659634315,-3252.0321608276354,-0.3283234053822618,42,453,1130,Planned descriptive contrast; use with model and balance diagnostics.
